minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards;tm_id;ss_id;season_origen;season_futuro_id;tipo_dato
2278;39;26;1;31;8;16;7;1;25;4;0;8;0;0;0;2;88;43;71;58;1;37;7;52;102;1264;1001;255;115;12;345;16;4;0;55164;41834;2017_2018;16007;futuro_real
3803;43;43;1;16;4;9;3;0;10;0;3;18;0;0;0;1;48;67;206;21;2;55;36;97;95;2320;2059;173;217;0;292;8;10;1;56032;34134;2017_2018;16007;futuro_real
2488;31;28;0;27;3;18;6;3;29;1;3;10;0;0;0;2;61;33;42;39;1;70;25;69;93;1315;1093;202;64;0;288;17;9;6;76717;249305;2017_2018;16007;futuro_real
99;2;1;1;1;1;0;0;0;0;0;0;2;0;0;0;2;1;1;0;1;0;1;3;1;6;22;18;7;1;0;11;3;0;0;84111;355874;2017_2018;16007;futuro_real
2466;32;28;13;97;35;46;16;3;42;11;10;14;1;3;2;34;19;7;32;17;1;73;24;16;55;811;609;279;33;3;346;36;12;1;89317;339855;2017_2018;16007;futuro_real
2949;34;33;3;41;13;24;4;0;6;1;8;4;0;0;0;3;29;61;156;7;1;57;17;100;48;816;634;33;60;0;198;1;7;1;90674;147293;2017_2018;16007;futuro_real
657;11;7;2;17;6;5;6;3;22;5;2;22;0;0;0;3;7;1;0;3;1;6;14;3;43;372;299;153;14;16;128;5;0;0;102810;248291;2018_2019;22349;futuro_real
1763;21;21;0;8;2;5;1;0;11;0;1;5;0;0;0;0;41;33;33;7;0;34;11;23;57;509;382;101;28;6;226;12;5;1;103111;873694;2018_2019;22349;futuro_real
995;21;8;6;46;19;17;10;4;27;8;3;6;0;1;1;8;13;4;3;5;0;16;37;5;56;324;250;115;31;19;206;15;5;0;104392;249511;2018_2019;22349;futuro_real
1565;28;17;4;48;11;22;15;8;40;11;1;43;0;0;0;3;16;9;2;6;0;21;41;7;99;649;517;215;52;25;304;27;3;0;119365;882851;2018_2019;22349;futuro_real
2086;26;25;0;15;2;12;1;1;35;8;2;7;1;0;0;1;39;22;13;22;0;22;58;10;104;1145;980;274;93;4;237;27;1;0;123418;107388;2018_2019;22349;futuro_real
2109;25;25;4;32;16;10;6;5;38;10;3;45;3;0;0;6;19;12;3;19;0;27;74;11;136;774;603;275;26;15;331;38;3;1;126019;83951;2018_2019;22349;futuro_real
2456;28;28;0;5;0;4;1;0;12;1;0;11;0;0;0;0;69;30;47;49;0;46;49;27;125;1510;1276;137;69;0;278;8;12;0;135139;839571;2018_2019;22349;futuro_real
995;23;11;2;7;6;1;0;3;15;2;2;3;1;0;0;5;7;9;6;7;0;23;14;8;23;259;189;62;14;2;133;15;3;0;142588;147587;2018_2019;22349;futuro_real
1992;32;23;8;38;17;16;5;4;18;5;9;5;0;3;3;8;13;2;23;14;0;22;19;80;33;368;233;83;10;1;187;15;2;0;144111;180071;2018_2019;22349;futuro_real
737;9;8;1;12;3;5;4;0;1;0;1;5;0;0;0;1;23;6;13;9;0;21;7;6;35;303;261;66;23;0;69;4;3;1;149771;339841;2018_2019;22349;futuro_real
543;8;6;0;1;0;1;0;0;1;1;1;0;0;0;0;1;4;11;22;8;0;6;5;10;9;192;155;11;21;0;38;0;2;1;160317;248215;2018_2019;22349;futuro_real
1585;18;18;0;6;1;3;2;0;4;0;0;5;0;0;0;0;16;20;48;5;0;32;17;24;37;932;791;84;116;1;156;1;9;0;168987;324939;2018_2019;22349;futuro_real
1860;25;22;4;33;7;21;5;1;30;2;0;5;0;0;0;1;27;22;15;21;0;21;18;29;49;922;793;168;71;9;213;12;3;1;169992;786311;2018_2019;22349;futuro_real
1171;21;13;0;9;3;5;1;0;5;0;1;8;0;0;0;1;31;14;27;15;2;37;26;31;62;542;445;56;23;0;125;9;10;0;170616;176289;2018_2019;22349;futuro_real
1676;26;19;3;42;20;14;8;4;27;1;1;32;0;0;0;4;12;4;4;4;0;21;23;14;65;804;700;313;13;14;230;22;2;0;176400;220931;2018_2019;22349;futuro_real
1510;19;18;3;32;12;14;6;0;10;0;2;7;1;0;0;3;35;16;33;24;0;48;26;45;66;526;384;95;44;2;188;12;7;1;186903;248229;2018_2019;22349;futuro_real
1329;17;16;1;26;10;13;3;1;15;2;7;28;0;0;0;1;18;6;10;20;0;19;42;9;86;390;290;140;16;4;210;32;2;0;196037;340077;2018_2019;22349;futuro_real
2415;32;28;6;69;21;33;15;2;85;13;7;108;0;0;0;2;11;5;2;16;0;24;90;17;207;659;462;230;26;75;535;66;5;0;198027;189207;2018_2019;22349;futuro_real
2243;26;25;1;12;2;9;1;1;6;3;1;12;0;0;0;1;30;41;101;13;0;26;13;53;55;1005;782;61;96;2;255;6;3;0;201043;358202;2018_2019;22349;futuro_real
430;10;4;3;19;6;7;6;0;3;0;1;3;0;1;1;3;3;0;5;3;0;9;11;1;16;90;59;25;4;0;68;11;2;0;201397;34133;2018_2019;22349;futuro_real
2030;32;25;8;41;22;12;7;7;56;11;9;44;2;8;5;2;46;9;6;32;0;24;47;8;137;709;538;220;33;50;414;26;5;0;202906;339657;2018_2019;22349;futuro_real
954;12;11;0;0;0;0;0;0;4;2;0;1;0;0;0;0;12;5;29;3;0;7;3;18;15;391;332;23;26;0;61;0;3;0;211417;18305;2018_2019;22349;futuro_real
2961;33;33;9;130;46;65;19;7;59;11;7;35;2;1;1;33;39;12;10;21;0;34;80;18;154;1070;786;374;74;59;628;41;5;0;212434;830663;2018_2019;22349;futuro_real
690;19;6;1;16;6;8;2;2;19;4;0;15;1;1;1;2;7;8;3;6;0;14;24;4;46;264;207;83;6;12;138;15;1;1;214654;574464;2018_2019;22349;futuro_real
2095;26;23;3;29;5;16;8;0;4;0;1;8;0;0;0;0;35;29;100;12;0;40;26;84;66;775;596;44;53;1;191;3;11;0;214719;220929;2018_2019;22349;futuro_real
2051;25;24;3;56;19;24;13;0;57;10;5;100;0;0;0;6;14;7;5;28;0;29;80;9;194;776;639;251;35;35;439;64;8;0;216291;925308;2018_2019;22349;futuro_real
2690;30;30;1;18;6;6;6;2;29;7;3;18;0;0;0;5;85;50;56;29;1;45;45;35;146;1118;884;217;63;29;476;25;9;1;224652;925176;2018_2019;22349;futuro_real
2085;29;24;0;16;6;7;3;0;11;0;1;10;0;0;0;0;84;25;20;41;1;63;49;38;139;1007;868;134;75;3;211;27;13;0;224669;378808;2018_2019;22349;futuro_real
1047;17;11;2;11;3;7;1;3;19;3;1;4;0;0;0;3;23;18;24;9;0;13;8;37;34;354;260;65;24;8;172;2;1;0;224670;339177;2018_2019;22349;futuro_real
1881;27;21;5;22;10;8;4;6;34;4;3;42;1;0;0;10;18;5;9;16;0;30;29;12;88;684;551;260;15;14;288;35;6;0;224677;588144;2018_2019;22349;futuro_real
2404;27;27;1;9;2;5;2;0;6;0;0;8;0;0;0;1;43;53;136;15;1;41;14;45;64;770;555;49;85;2;244;10;5;1;224685;883391;2018_2019;22349;futuro_real
934;11;11;0;3;0;2;1;0;1;1;1;5;0;0;0;0;23;16;38;9;1;12;11;16;35;341;280;13;24;0;73;2;3;1;227771;312276;2018_2019;22349;futuro_real
1121;18;13;0;27;9;11;7;1;18;2;1;12;0;1;0;6;27;12;12;13;0;22;25;10;64;512;391;130;27;10;258;24;11;0;235508;982178;2018_2019;22349;futuro_real
2275;28;26;0;7;2;4;1;2;17;5;0;46;0;0;0;0;54;47;43;37;0;34;39;8;138;676;473;111;64;15;424;23;6;0;249923;883291;2018_2019;22349;futuro_real
677;17;7;1;8;2;4;2;0;6;1;0;0;0;0;0;0;10;7;5;11;0;12;18;10;26;448;389;93;34;2;74;2;4;0;249977;883294;2018_2019;22349;futuro_real
1381;18;16;6;53;17;29;7;2;17;2;5;27;1;0;0;6;26;9;2;14;0;53;68;13;121;393;330;148;12;7;219;29;3;0;250055;345779;2018_2019;22349;futuro_real
870;19;10;3;15;7;7;1;2;10;0;2;18;0;0;0;5;12;11;12;8;0;28;30;14;58;216;149;61;5;5;141;15;3;1;250482;805353;2018_2019;22349;futuro_real
2069;26;24;0;21;4;8;9;0;21;3;1;12;0;0;0;4;44;45;18;32;0;28;28;25;82;890;695;194;42;7;268;16;10;0;250737;805065;2018_2019;22349;futuro_real
2046;26;22;0;1;0;1;0;1;11;2;0;11;0;0;0;0;49;36;25;23;0;47;24;18;83;1124;974;122;77;0;202;15;8;1;250751;846375;2018_2019;22349;futuro_real
630;7;7;0;3;0;2;1;0;1;0;0;0;0;0;0;0;12;6;41;3;1;10;1;9;13;228;181;15;21;0;55;2;4;0;250915;358194;2018_2019;22349;futuro_real
687;15;6;0;4;1;2;1;0;3;1;0;2;0;0;0;0;22;10;13;10;0;16;7;8;30;384;333;55;31;0;65;4;5;1;250929;883298;2018_2019;22349;futuro_real
1034;12;12;7;27;10;13;4;1;9;3;1;2;1;1;1;15;6;1;14;2;0;25;15;45;22;206;133;52;4;1;125;14;3;0;251688;831815;2018_2019;22349;futuro_real
1734;22;19;0;3;0;1;2;1;15;2;0;6;0;0;0;1;22;17;37;13;0;27;14;12;41;430;293;85;37;11;274;9;3;0;260093;882838;2018_2019;22349;futuro_real
2569;31;30;1;26;8;11;7;8;25;4;0;22;0;0;0;1;53;50;42;24;3;46;12;18;87;927;706;209;54;16;377;19;6;2;260094;873704;2018_2019;22349;futuro_real
1586;20;18;0;13;2;10;1;1;13;0;0;13;0;0;0;1;48;31;24;27;0;40;18;27;77;446;342;53;21;0;143;17;6;1;260103;805351;2018_2019;22349;futuro_real
912;12;10;0;2;1;1;0;0;5;1;1;2;0;0;0;3;7;9;38;4;0;11;10;18;16;274;206;35;20;1;107;0;1;0;260318;338883;2018_2019;22349;futuro_real
2035;25;23;1;7;3;2;2;2;9;2;1;5;0;0;0;4;38;34;44;13;1;42;14;24;55;614;445;84;45;12;284;6;5;1;279380;883343;2018_2019;22349;futuro_real
630;16;7;1;11;4;4;3;0;11;1;1;9;0;0;0;2;18;4;0;5;0;22;16;4;43;178;140;49;6;11;132;15;4;0;279387;339475;2018_2019;22349;futuro_real
1484;18;17;10;52;16;23;13;0;22;4;7;13;1;7;6;3;7;0;32;6;0;21;27;60;44;471;349;136;15;1;229;44;4;0;30873;37269;2018_2019;22349;futuro_real
1867;23;22;0;17;3;12;2;1;4;1;0;2;0;0;0;2;11;23;101;6;0;42;17;31;27;454;340;34;43;0;123;4;7;1;317056;820980;2018_2019;22349;futuro_real
1741;27;22;4;33;13;15;5;2;27;4;1;24;0;1;1;1;19;16;5;25;0;23;27;7;70;592;485;183;34;12;225;20;4;0;325696;805056;2018_2019;22349;futuro_real
515;13;4;0;9;2;5;2;0;0;0;2;10;1;1;0;5;6;1;5;4;0;14;10;15;26;149;110;36;1;0;91;12;2;0;325726;846366;2018_2019;22349;futuro_real
985;18;11;1;17;9;5;3;3;26;4;3;15;0;0;0;1;18;4;4;20;0;8;13;2;46;502;407;129;24;11;161;9;1;0;334104;805267;2018_2019;22349;futuro_real
1603;25;20;1;12;2;8;2;0;11;2;0;26;0;0;0;0;56;22;11;40;0;51;38;23;119;777;623;182;41;2;263;24;6;0;335217;883397;2018_2019;22349;futuro_real
2195;25;25;3;17;9;6;2;0;2;0;0;15;0;0;0;0;47;46;97;11;1;47;48;62;106;1091;887;58;100;0;234;7;14;0;335677;874985;2018_2019;22349;futuro_real
546;7;6;0;4;0;4;0;0;1;0;0;1;0;0;0;0;7;7;14;8;0;11;3;9;11;125;83;19;9;0;87;2;3;0;347416;883732;2018_2019;22349;futuro_real
518;10;6;0;5;2;0;3;0;6;1;0;7;0;0;0;0;15;3;5;5;0;6;4;4;26;250;210;32;15;0;51;4;1;1;351561;831183;2018_2019;22349;futuro_real
2024;27;24;9;40;22;9;9;3;35;2;3;28;1;5;4;3;14;8;11;8;0;12;62;32;101;684;557;214;9;23;272;20;3;0;353038;805143;2018_2019;22349;futuro_real
235;6;2;0;9;4;5;0;0;3;0;1;5;0;0;0;0;2;0;1;6;0;7;5;17;12;70;40;18;3;0;53;6;2;0;356379;847241;2018_2019;22349;futuro_real
1998;24;23;1;12;1;7;4;0;12;3;0;8;0;0;0;3;35;38;29;22;1;49;19;21;61;674;518;122;37;10;265;13;3;1;356381;873703;2018_2019;22349;futuro_real
753;16;8;3;23;7;11;5;0;5;0;3;14;1;1;0;7;3;2;11;2;0;18;12;14;29;202;153;59;7;1;116;20;1;0;357124;805366;2018_2019;22349;futuro_real
863;14;10;0;1;0;0;1;0;0;0;0;2;0;0;0;0;14;16;41;3;3;22;5;18;21;304;256;23;31;0;55;0;3;2;362579;830020;2018_2019;22349;futuro_real
1786;22;20;0;9;3;4;2;0;7;1;0;10;2;0;0;8;35;27;31;29;0;43;53;13;98;661;543;118;41;5;208;10;8;0;368844;924924;2018_2019;22349;futuro_real
321;8;2;1;6;1;2;3;2;6;0;2;2;0;0;0;3;1;1;1;3;0;5;5;12;8;117;84;25;3;0;54;7;1;0;37999;18848;2018_2019;22349;futuro_real
814;12;11;0;11;3;5;3;0;11;1;2;18;0;0;0;2;10;6;9;6;0;8;30;4;58;241;180;61;3;4;158;15;0;0;398023;836280;2018_2019;22349;futuro_real
1043;23;8;2;25;8;13;4;0;19;3;4;12;0;0;0;13;5;4;2;4;0;19;17;22;34;276;222;109;2;2;120;12;3;0;41301;26884;2018_2019;22349;futuro_real
1037;16;11;1;7;3;3;1;1;13;2;0;7;0;0;0;2;16;13;9;7;1;14;10;3;33;404;325;80;20;10;159;9;0;0;420949;836281;2018_2019;22349;futuro_real
1284;17;16;0;0;0;0;0;1;8;2;0;5;0;0;0;2;31;26;12;15;0;25;11;9;47;429;355;84;12;3;134;12;2;1;434562;883279;2018_2019;22349;futuro_real
2677;30;30;0;7;4;3;0;0;22;1;1;21;0;0;0;0;49;38;34;32;0;37;24;20;89;1635;1447;212;91;0;237;13;6;0;440020;874986;2018_2019;22349;futuro_real
1889;24;21;6;61;18;31;12;5;50;6;7;14;1;2;1;20;9;2;44;14;0;35;37;45;54;611;468;233;22;1;251;31;5;2;45474;11583;2018_2019;22349;futuro_real
2044;25;23;1;20;8;9;3;2;16;2;3;28;0;0;0;1;45;27;44;33;1;51;25;28;97;704;567;162;19;10;290;13;8;0;473579;876928;2018_2019;22349;futuro_real
1184;22;13;7;48;15;21;12;3;16;2;6;9;1;1;1;19;4;0;6;2;0;23;14;44;26;194;140;71;3;1;117;16;2;1;477383;883388;2018_2019;22349;futuro_real
2470;28;28;1;25;4;19;2;0;11;4;2;44;0;0;0;0;56;60;150;7;4;52;26;69;124;1246;943;113;154;2;369;12;10;0;482452;922007;2018_2019;22349;futuro_real
1300;28;12;3;38;14;22;2;2;23;3;9;3;1;0;0;14;8;1;10;5;0;16;28;60;36;270;180;82;5;0;128;7;3;0;51225;35621;2018_2019;22349;futuro_real
1271;23;14;1;35;9;15;11;1;28;2;1;17;0;0;0;3;12;8;9;12;0;7;17;7;44;388;260;100;16;24;294;23;0;0;54594;790020;2018_2019;22349;futuro_real
963;11;11;1;9;3;4;2;0;7;0;0;9;0;0;0;1;29;13;24;16;0;8;15;22;53;640;558;83;56;1;103;6;2;0;54818;47379;2018_2019;22349;futuro_real
2294;30;24;2;53;15;29;9;1;12;0;0;17;0;0;0;0;36;37;48;36;2;53;45;54;95;694;471;119;66;1;276;16;9;1;56004;590448;2018_2019;22349;futuro_real
1180;15;15;0;11;5;4;2;1;8;0;0;12;0;0;0;0;32;29;28;17;0;22;14;10;58;457;348;92;34;7;201;8;5;1;581174;888479;2018_2019;22349;futuro_real
1039;15;12;0;4;1;3;0;1;1;0;2;0;0;0;0;0;17;7;41;5;2;14;1;12;17;322;264;28;26;0;67;0;1;1;582317;931692;2018_2019;22349;futuro_real
2683;30;30;0;22;6;11;5;5;32;6;0;43;0;0;0;2;76;37;47;27;0;65;22;17;140;1078;862;191;73;25;416;23;9;0;582319;924932;2018_2019;22349;futuro_real
1135;24;13;1;18;11;4;3;1;31;4;2;13;0;0;0;0;20;7;4;13;0;29;30;6;63;337;252;117;6;24;209;28;7;0;582320;924878;2018_2019;22349;futuro_real
2188;27;24;1;8;2;6;0;1;7;1;2;11;0;0;0;0;32;38;54;12;1;49;25;43;61;975;816;69;83;1;179;4;9;1;59947;38516;2018_2019;22349;futuro_real
711;15;7;0;8;3;3;2;0;9;1;1;21;1;0;0;1;14;4;3;7;0;22;30;6;64;153;124;41;1;7;98;10;2;0;63451;26176;2018_2019;22349;futuro_real
1181;20;13;5;24;7;11;6;0;12;1;3;1;0;1;1;9;8;1;14;8;0;31;28;92;30;296;181;60;4;0;151;7;7;0;68910;45882;2018_2019;22349;futuro_real
2687;31;30;4;50;17;15;18;3;41;11;6;48;2;2;2;15;41;12;23;34;0;62;119;59;201;889;659;263;37;20;493;77;9;0;72677;33993;2018_2019;22349;futuro_real
1046;12;12;0;2;0;2;0;0;0;0;1;0;0;0;0;2;12;15;50;4;0;8;6;18;18;360;282;28;38;0;87;1;1;1;73609;33578;2018_2019;22349;futuro_real
2821;33;32;23;77;38;21;18;9;79;11;2;65;0;10;10;2;38;15;28;40;0;44;101;29;201;1373;1098;476;78;12;502;80;8;0;73705;249599;2018_2019;22349;futuro_real
1907;30;21;5;81;18;41;22;4;37;5;4;44;3;0;0;6;16;11;7;12;0;37;50;22;110;613;484;182;27;14;336;47;4;1;73780;38171;2018_2019;22349;futuro_real
2098;24;24;3;32;12;16;4;0;18;1;5;12;0;0;0;0;49;27;42;26;1;41;18;43;78;864;709;126;45;0;182;9;3;0;76717;249305;2018_2019;22349;futuro_real
430;7;5;0;3;1;1;1;0;8;0;0;6;0;0;0;0;10;3;10;4;0;4;6;2;22;220;191;61;18;3;49;3;1;0;82315;44904;2018_2019;22349;futuro_real
2242;25;25;3;13;7;5;1;0;3;0;4;0;0;0;0;0;14;28;139;4;0;25;13;65;25;828;701;49;79;0;146;4;4;0;82562;38023;2018_2019;22349;futuro_real
675;18;7;2;12;6;4;2;0;11;1;0;2;0;0;0;0;3;2;7;8;0;7;8;6;13;208;150;56;9;3;131;13;2;0;82567;47397;2018_2019;22349;futuro_real
1369;18;15;0;6;1;4;1;0;2;0;0;6;0;0;0;0;16;24;54;3;0;3;6;21;27;592;499;46;62;0;103;4;1;0;82570;924643;2018_2019;22349;futuro_real
2738;32;32;3;80;24;36;20;4;70;7;1;44;0;0;0;6;40;14;4;29;0;28;70;1;154;1108;848;386;52;56;594;46;5;0;82577;38024;2018_2019;22349;futuro_real
2430;27;27;1;9;3;6;0;1;6;1;1;22;0;0;0;3;21;16;115;9;3;45;20;59;56;1193;960;105;77;3;295;13;9;0;82584;883313;2018_2019;22349;futuro_real
745;18;5;0;17;2;10;5;1;26;4;0;17;0;0;0;0;16;4;7;6;0;26;29;5;62;489;387;163;29;8;189;23;3;1;84326;107328;2018_2019;22349;futuro_real
1629;19;18;0;35;7;18;10;0;30;3;0;22;0;0;0;0;22;21;18;11;0;26;14;14;58;765;632;222;91;18;214;7;5;0;84349;47413;2018_2019;22349;futuro_real
267;7;2;0;7;1;4;2;0;7;0;1;2;0;0;0;0;6;3;4;6;0;8;1;6;9;128;101;25;9;3;40;4;0;0;94440;125113;2018_2019;22349;futuro_real
212;11;1;0;5;0;3;2;1;4;0;1;2;0;0;0;0;10;0;2;7;0;7;6;2;18;78;58;28;3;1;47;5;3;0;94450;994148;2018_2019;22349;futuro_real
1802;23;20;1;18;2;10;6;0;5;1;1;7;1;0;0;0;41;29;23;27;0;38;14;23;61;607;472;96;44;1;167;5;4;0;94480;130393;2018_2019;22349;futuro_real
1989;23;22;1;8;2;5;1;0;7;1;1;6;0;0;0;2;29;30;62;19;1;33;10;70;43;754;588;80;114;0;175;3;4;1;94741;169925;2018_2019;22349;futuro_real
307;11;0;2;16;6;5;5;2;12;1;0;8;0;1;1;0;4;3;1;10;0;4;3;1;15;259;220;77;20;5;76;5;0;0;94766;46983;2018_2019;22349;futuro_real
1225;17;13;0;14;3;10;1;0;9;1;0;12;0;0;0;0;28;21;27;21;1;26;13;14;51;475;389;65;27;0;122;10;4;1;95852;123238;2018_2019;22349;futuro_real
644;18;6;1;19;4;13;2;3;10;4;0;14;0;0;0;2;34;9;6;10;0;30;8;11;56;322;231;88;10;6;154;14;5;0;99520;805425;2018_2019;22349;futuro_real
1673;20;20;0;5;2;1;2;0;7;2;1;14;1;0;0;1;50;32;37;20;0;47;36;21;100;913;782;149;52;1;184;19;9;1;100197;162603;2019_2020;27096;futuro_real
1067;12;14;0;10;5;4;1;1;14;2;2;18;0;0;0;0;30;19;16;13;1;23;17;12;64;426;333;78;11;10;176;14;4;0;100501;247951;2019_2020;27096;futuro_real
1822;26;23;1;20;6;8;6;1;42;6;0;26;1;0;0;9;32;14;2;9;0;36;35;24;91;673;504;200;42;40;371;37;4;0;102810;248291;2019_2020;27096;futuro_real
1909;25;23;4;25;9;13;3;1;18;1;2;9;0;0;0;4;55;43;28;23;0;29;26;16;89;705;541;197;49;23;334;16;5;0;103817;311524;2019_2020;27096;futuro_real
1255;23;16;0;25;9;12;4;1;15;2;1;5;0;0;0;0;26;20;11;25;0;30;10;13;40;870;709;176;83;10;239;15;2;0;106283;220935;2019_2020;27096;futuro_real
2188;25;25;15;81;32;36;13;5;23;5;8;4;1;7;6;25;15;5;32;5;1;36;20;42;38;417;276;108;19;3;219;22;8;0;120964;578352;2019_2020;27096;futuro_real
1468;20;16;7;65;22;29;14;7;37;8;5;31;2;3;3;9;20;8;3;14;0;44;47;7;98;476;348;155;24;14;357;52;3;4;124747;789238;2019_2020;27096;futuro_real
647;15;8;3;21;11;4;6;0;4;0;3;2;0;0;0;4;2;0;6;0;0;16;15;17;18;122;102;31;0;0;45;4;1;0;125481;789932;2019_2020;27096;futuro_real
1179;20;16;3;21;8;7;6;1;10;2;3;6;0;1;1;24;15;1;7;7;0;21;17;37;36;229;157;58;5;4;130;13;0;0;133737;992484;2019_2020;27096;futuro_real
1516;20;20;0;8;1;5;2;1;19;1;0;9;0;0;0;1;34;25;20;11;0;46;20;33;61;752;601;173;56;11;214;18;7;1;142476;339159;2019_2020;27096;futuro_real
1244;20;16;2;16;4;10;2;0;11;1;0;8;0;2;2;0;23;16;20;14;0;19;8;32;39;619;490;114;69;1;165;12;2;0;146822;339169;2019_2020;27096;futuro_real
467;9;6;2;6;2;4;0;0;4;1;0;7;0;0;0;5;3;1;0;1;0;9;6;2;16;106;79;28;0;0;57;5;0;0;147482;180055;2019_2020;27096;futuro_real
266;5;3;1;6;3;3;0;1;2;1;2;0;1;0;0;0;0;0;2;0;0;6;12;5;10;39;29;13;0;0;20;3;1;0;159778;146615;2019_2020;27096;futuro_real
637;9;7;0;1;0;1;0;0;1;0;0;0;0;0;0;3;7;11;32;6;0;6;7;15;14;197;146;17;32;0;58;1;3;0;160317;248215;2019_2020;27096;futuro_real
1669;20;19;1;10;1;8;1;1;8;3;0;5;0;0;0;1;35;43;28;16;1;27;34;47;70;801;628;140;59;0;208;11;4;1;168974;842529;2019_2020;27096;futuro_real
1442;23;17;1;25;4;14;7;2;15;2;0;2;0;0;0;1;25;22;22;22;1;22;14;25;41;594;448;114;39;6;199;7;6;0;169992;786311;2019_2020;27096;futuro_real
757;16;9;0;4;0;4;0;2;6;1;1;4;0;0;0;0;17;11;18;3;0;16;7;12;28;377;314;31;23;1;80;3;4;0;170616;176289;2019_2020;27096;futuro_real
360;4;4;0;9;1;5;3;0;3;0;1;0;0;0;0;0;11;4;7;3;0;16;0;7;11;163;138;30;14;0;30;3;3;0;172630;147516;2019_2020;27096;futuro_real
1701;21;21;2;48;18;21;9;1;47;9;2;27;0;1;0;2;38;13;0;18;1;44;50;25;115;951;755;296;83;34;388;34;6;0;178893;590310;2019_2020;27096;futuro_real
1253;17;14;0;13;4;5;4;1;15;4;0;7;0;0;0;0;39;29;25;9;0;24;31;12;77;421;279;81;40;15;255;8;5;1;180911;789965;2019_2020;27096;futuro_real
1750;21;19;1;11;5;4;2;1;7;2;0;5;0;0;0;0;24;45;79;15;0;15;12;42;41;771;578;98;119;4;226;3;5;0;187161;560054;2019_2020;27096;futuro_real
1874;24;23;4;47;23;12;12;3;22;3;4;19;0;2;0;12;44;13;18;12;0;48;24;17;86;676;545;181;42;2;260;37;6;0;189283;220921;2019_2020;27096;futuro_real
984;11;11;0;5;1;2;2;1;16;4;0;0;0;0;0;0;28;17;26;10;1;33;8;13;36;283;188;51;26;13;147;4;4;0;195892;147517;2019_2020;27096;futuro_real
2160;24;24;0;15;6;9;0;0;4;0;3;4;0;0;0;3;20;29;115;5;0;40;16;61;36;682;471;66;98;1;232;1;4;0;202223;162713;2019_2020;27096;futuro_real
1882;22;21;4;35;10;14;11;1;24;4;4;14;3;0;0;8;11;16;28;14;0;30;68;33;92;550;418;147;12;6;281;31;3;0;208714;832001;2019_2020;27096;futuro_real
1743;20;21;0;6;2;4;0;0;0;0;1;4;0;0;0;2;20;22;71;11;1;24;10;31;32;735;608;28;47;0;136;1;5;0;211417;18305;2019_2020;27096;futuro_real
1581;19;20;0;10;2;5;3;0;6;0;0;9;0;0;0;1;22;36;35;16;0;26;25;17;55;573;461;91;49;0;138;7;5;0;214624;345787;2019_2020;27096;futuro_real
770;10;9;0;2;0;1;1;0;3;0;0;2;0;0;0;1;12;14;15;7;0;10;5;4;19;219;161;26;16;3;100;3;5;0;214810;339527;2019_2020;27096;futuro_real
450;5;5;0;1;0;1;0;0;4;2;0;0;0;0;0;0;5;6;18;4;0;7;3;11;8;125;87;14;16;0;39;0;3;0;214813;345769;2019_2020;27096;futuro_real
400;8;4;0;6;2;3;1;1;5;1;1;6;0;0;0;0;2;1;5;3;0;6;11;2;18;120;89;39;3;4;82;12;0;0;216280;312274;2019_2020;27096;futuro_real
151;6;1;0;2;2;0;0;0;2;0;0;8;0;0;0;1;7;1;0;2;0;4;3;0;18;55;45;16;4;0;34;10;0;0;216291;925308;2019_2020;27096;futuro_real
1659;20;19;0;9;2;6;1;1;15;3;0;19;0;0;0;9;37;35;41;11;0;22;16;19;71;741;609;178;19;18;315;18;2;1;224652;925176;2019_2020;27096;futuro_real
1532;18;19;1;19;5;8;6;1;18;1;1;7;0;1;0;0;38;18;25;15;0;30;36;13;80;787;658;129;74;10;184;6;1;0;224683;1022066;2019_2020;27096;futuro_real
802;11;10;0;3;1;2;0;0;2;0;0;0;0;0;0;1;23;15;41;10;1;23;5;15;28;272;196;11;23;0;85;1;6;0;224685;883391;2019_2020;27096;futuro_real
1611;19;20;1;12;4;5;3;1;10;2;1;12;0;0;0;0;35;32;33;17;1;15;15;16;61;657;508;102;71;11;256;16;7;2;226951;311418;2019_2020;27096;futuro_real
1121;19;11;1;14;2;8;4;0;15;4;0;17;0;1;1;4;23;14;11;10;0;36;27;7;66;569;431;140;30;15;289;29;9;0;235508;982178;2019_2020;27096;futuro_real
143;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;3;0;11;2;2;5;59;50;12;2;0;12;1;2;0;249977;883294;2019_2020;27096;futuro_real
1203;15;16;0;22;3;9;10;2;35;5;1;31;0;1;0;2;25;17;6;20;0;28;42;2;98;721;605;176;41;10;206;30;3;0;249978;590480;2019_2020;27096;futuro_real
1513;17;18;0;8;1;7;0;1;15;3;0;15;0;0;0;0;46;45;24;16;0;31;16;10;77;640;498;133;45;3;241;12;2;0;250004;312270;2019_2020;27096;futuro_real
