nombre_jugador;tm_id;club_origen;club_destino;ss_id;ss_season_id;ss_tournament_id
Guillermo Enrique;953990;Club de Gimnasia y Esgrima La Plata;Club Alianza Lima;943712;57487;13475
Kevin Quevedo;439631;CD Universidad Católica;Club Alianza Lima;876929;57297;480
Kevin Quevedo;439631;CD Universidad Católica;Club Alianza Lima;876929;58043;240
Alan Cantero;836494;CD Godoy Cruz Antonio Tomba;Club Alianza Lima;1084961;57487;13475
Alan Cantero;836494;CD Godoy Cruz Antonio Tomba;Club Alianza Lima;1084961;57478;155
Pierre da Silva;315761;Universidad César Vallejo;Cusco FC;818401;57741;406
Alessandro Milesi;547021;Alianza Atlético Sullana;Cusco FC;949793;57741;406
Carlos Gamarra;655641;CD Los Chankas;Cusco FC;976931;57741;406
Marlon Ruidías;738710;CD Los Chankas;Cusco FC;1016982;57741;406
Carlo Diez;351561;Deportivo Garcilaso;Cusco FC;831183;57741;406
Álvaro Ampuero;195002;Club Atlético Grau;Cusco FC;175977;57741;406
Facundo Callejo;268031;SD Aucas;Cusco FC;325609;57297;480
Facundo Callejo;268031;SD Aucas;Cusco FC;325609;58043;240
Facundo Callejo;268031;SD Aucas;Cusco FC;325609;58156;16736
Marco Saravia;528367;Universitario de Deportes;Cusco FC;893067;57741;406
Piero Guzmán;871653;Universitario de Deportes;Cusco FC;1107917;57741;406
Alex Custodio;747666;Deportivo La Guaira;Cusco FC;1464243;57694;231
Alexis Cossio;292729;Carlos A. Mannucci;Alianza Atlético Sullana;384658;57741;406
Agustín Graneros;851121;CD Real Tomayapo;Alianza Atlético Sullana;1096363;58156;16736
Erick Perleche;653484;Deportivo Garcilaso;Alianza Atlético Sullana;975241;57741;406
Jimmy Pérez;857805;Universidad Técnica de Cajamarca;Alianza Atlético Sullana;1107889;57741;406
Anthony Gordillo;332776;Deportivo Garcilaso;Alianza Atlético Sullana;760636;57741;406
Federico Illanes;360446;Rangers de Talca;Alianza Atlético Sullana;789416;57741;406
Renato Espinosa;483715;Sport Huancayo;Alianza Atlético Sullana;883812;57741;406
Frank Ysique;440020;Universidad César Vallejo;Alianza Atlético Sullana;874986;57741;406
Gregorio Rodríguez;908300;Instituto ACC;FBC Melgar;1018414;57478;155
Pier Barrios;118756;CD Godoy Cruz Antonio Tomba;FBC Melgar;140103;57478;155
Pier Barrios;118756;CD Godoy Cruz Antonio Tomba;FBC Melgar;140103;57487;13475
Facundo Castro;332252;CA Nueva Chicago;FBC Melgar;800243;57782;703
Percy Liza;665113;Carlos A. Mannucci;FBC Melgar;975919;57741;406
Nelson Cabanillas;491570;Universitario de Deportes;FBC Melgar;922871;57741;406
Leonel González;302416;CD Godoy Cruz Antonio Tomba;FBC Melgar;365990;57741;406
Matías Noble;399206;CD Real Tomayapo;FBC Melgar;815133;58156;16736
Matías Noble;399206;CD Real Tomayapo;FBC Melgar;815133;57297;480
Mathías Llontop;662705;Carlos A. Mannucci;FBC Melgar;989259;57741;406
Lautaro Guzmán;626916;Arsenal FC;FBC Melgar;960016;47647;155
Johan Madrid;400051;Universidad César Vallejo;Sport Huancayo;883287;57741;406
Javier Sanguinetti;313437;Gualberto Villarroel San José;Sport Huancayo;351398;58156;16736
Marlon de Jesús;97013;CD Unión Comercio;Sport Huancayo;143886;57741;406
Yonatan Murillo;242546;Once Caldas;Sport Huancayo;1100345;63819;11536
Yonatan Murillo;242546;Once Caldas;Sport Huancayo;1100345;57374;11539
Piero Magallanes;874831;Comerciantes Unidos;Sport Huancayo;1411422;57741;406
Diego Carabaño;490614;CD Los Chankas;Sport Huancayo;876924;57741;406
Juan Barreda;249967;Club Juan Aurich;Sport Huancayo;925232;57741;406
Marcelo Gaona;814636;Carlos A. Mannucci;Sport Huancayo;989258;57741;406
Miguel Carranza;331818;CD Unión Comercio;Sport Huancayo;805332;57741;406
Enzo Fernández;839993;Mushuc Runa SC;Sport Huancayo;1092343;58043;240
Enzo Fernández;839993;Mushuc Runa SC;Sport Huancayo;1092343;57782;703
Nahuel Luján;325147;CA San Miguel;Sport Huancayo;557108;57782;703
Janio Pósito;94761;Asociación Deportiva Tarma;Sport Huancayo;883299;57741;406
Alan Pérez;146292;Cusco FC;Sport Huancayo;932870;57741;406
Yimy Gamero;832217;FBC Melgar;Sport Huancayo;1086281;57741;406
Catriel Cabellos;1011264;Racing Club;Club Sporting Cristal;1415942;57741;406
Catriel Cabellos;1011264;Racing Club;Club Sporting Cristal;1415942;57296;384
Misael Sosa;996587;Club Deportivo Maipú;Club Sporting Cristal;1650465;57782;703
Gustavo Cazonatti;520457;Tombense Futebol Clube (MG);Club Sporting Cristal;892073;57741;406
Christofer Gonzales;250055;Universitario de Deportes;Club Sporting Cristal;345779;57741;406
Franco Romero;325454;Club Nacional;Club Sporting Cristal;924860;58264;278
Franco Romero;325454;Club Nacional;Club Sporting Cristal;924860;57296;384
Luis Iberico;325667;Riga FC;Club Sporting Cristal;901019;58563;197
Adrián Ugarriza;325726;Club Sporting Cristal;Deportivo Garcilaso;846366;57741;406
Ignacio Gariglio;830848;Delfín SC;Deportivo Garcilaso;1087004;58043;240
Ignacio Gariglio;830848;Delfín SC;Deportivo Garcilaso;1087004;57297;480
Cristian García;610563;Comisión de Actividades Infantiles;Deportivo Garcilaso;943177;58043;240
Cristian García;610563;Comisión de Actividades Infantiles;Deportivo Garcilaso;943177;57297;480
Enmanuel Páucar;330690;Comerciantes Unidos;Deportivo Garcilaso;805068;57741;406
Aldair Rodríguez;249975;Club Cienciano;Deportivo Garcilaso;339843;57741;406
Orlando Núñez;741727;Universidad César Vallejo;Deportivo Garcilaso;1018255;57741;406
Kevin Sandoval;483714;FBC Melgar;Deportivo Garcilaso;883296;57741;406
Ezequiel Naya;909314;Club Estudiantes de La Plata;Deportivo Garcilaso;1129485;57478;155
Nicolás Gómez;540304;Club Ferro Carril Oeste;Deportivo Garcilaso;897102;57782;703
Yuriel Celi;662699;Universitario de Deportes;Deportivo Garcilaso;973664;57741;406
Alonso Yovera;817656;Sin equipo;Deportivo Garcilaso;1068656;57741;406
Danilo Ortiz;265590;Santiago Wanderers;Club Cienciano;146410;58194;1240
Sebastián Cavero;662706;FBC Melgar;Club Cienciano;1049077;57741;406
Osnar Noronha;127459;Universidad César Vallejo;Club Cienciano;169935;57741;406
Santiago Arias;531624;Alianza Atlético Sullana;Club Cienciano;924725;57741;406
Luis Benites;422855;Sport Huancayo;Club Cienciano;883329;57741;406
Leonel Galeano;124244;FBC Melgar;Club Cienciano;122618;57741;406
Maximiliano Amondarain;246548;Sport Boys Association;Club Cienciano;333585;57741;406
Beto da Silva;279057;FBC Melgar;Club Cienciano;974136;57741;406
João Ortiz;180911;Deportivo Municipal;Club Cienciano;588630;58043;240
Jimmy Valoyes;482452;Universidad Técnica de Cajamarca;Club Cienciano;922007;57741;406
Gaspar Gentile;537255;Deportivo Garcilaso;Club Cienciano;895364;57741;406
Adrián Ascues;810550;Club Sporting Cristal;Club Cienciano;1065267;57741;406
Rudy Palomino;480526;CD Los Chankas;Club Cienciano;960215;57741;406
Agustín González;438000;Liverpool FC Montevideo;Club Cienciano;924762;59015;390
Agustín González;438000;Liverpool FC Montevideo;Club Cienciano;924762;58264;278
Alejandro Ramírez;104104;Universidad César Vallejo;Club Cienciano;125122;57741;406
Christian Cueva;95280;Sin equipo;Club Cienciano;47447;57741;406
Tomás Sandoval;437964;CA Colón;Club Atlético Grau;839368;57782;703
Tomás Sandoval;437964;CA Colón;Club Atlético Grau;839368;48079;703
Christopher Olivares;527625;Universitario de Deportes;Club Atlético Grau;892669;57741;406
Juan Garro;174042;CD Palestino;Club Atlético Grau;250339;57883;11653
Juan Garro;174042;CD Palestino;Club Atlético Grau;250339;53223;185
José Bolívar;433698;Universitario de Deportes;Club Atlético Grau;887125;57741;406
Raúl Ruidíaz;129724;Sin equipo;Club Atlético Grau;107625;57317;242
Carlos Pimienta;294886;Inter de Barinas;CD Los Chankas;1121487;57694;231
Héctor González;725453;CA San Telmo;CD Los Chankas;991108;57782;703
Jorge Palomino;965449;Asociación Deportiva Tarma;CD Los Chankas;1170641;48078;406
Jorge Palomino;965449;Asociación Deportiva Tarma;CD Los Chankas;1170641;57741;406
Ayrthon Quintana;740319;Sport Boys Association;CD Los Chankas;1016974;48078;406
Mathías Carpio;739725;FC San Marcos;CD Los Chankas;1001106;57741;406
Mathías Carpio;739725;FC San Marcos;CD Los Chankas;1001106;48078;406
Jordan Guivin;486641;Club Cienciano;CD Los Chankas;879628;57741;406
Christian Velarde;447932;Carlos A. Mannucci;CD Los Chankas;883720;57741;406
Pablo Bueno;87508;Sport Boys Association;CD Los Chankas;991202;57741;406
Leonardo Mifflin;491569;Club Cienciano;CD Los Chankas;936165;57741;406
Franco Saravia;654296;Club Alianza Lima;CD Los Chankas;973547;57741;406
Santiago Torres González;842604;CA Alvarado;CD Los Chankas;1095031;48078;406
Santiago Torres González;842604;CA Alvarado;CD Los Chankas;1095031;57782;703
Franco Torres;873510;CA Acassuso;CD Los Chankas;1098306;57782;703
Isaac Camargo;906422;AD Union Magdalena;CD Los Chankas;1173448;57374;11539
Isaac Camargo;906422;AD Union Magdalena;CD Los Chankas;1173448;63819;11536
Rotceh Aguilar;657221;Sin equipo;CD Los Chankas;975853;57741;406
Jhonny Vidales;224677;Carlos A. Mannucci;Asociación Deportiva Tarma;588144;57741;406
Axel Moyano;665116;Club Alianza Lima;Asociación Deportiva Tarma;978545;57741;406
Carlos Ascues;189283;Universidad César Vallejo;Asociación Deportiva Tarma;220921;57741;406
Óscar Pinto;662709;Club Alianza Lima;Asociación Deportiva Tarma;988298;57741;406
Gerson Barreto;335217;Ayacucho FC;Asociación Deportiva Tarma;883397;57741;406
Luis Álvarez;95852;Club Atlético Grau;Asociación Deportiva Tarma;123238;57741;406
Paolo Fuentes;375178;Club Cienciano;Asociación Deportiva Tarma;805270;57741;406
Adrián Fernández;239623;Alianza Atlético Sullana;Asociación Deportiva Tarma;585102;57741;406
Mauro Da Luz;458603;AD Nueve de Octubre;Asociación Deportiva Tarma;924736;57741;406
Ademar Robles;752977;CD Los Chankas;Asociación Deportiva Tarma;878754;57741;406
Carlos Cabello;477378;Universidad César Vallejo;Asociación Deportiva Tarma;883396;57741;406
Erick Gonzales;671879;Deportivo Garcilaso;Sport Boys Association;1049088;57741;406
Juan Carlos Gonzáles;981411;Asociación Deportiva Tarma;Sport Boys Association;1199271;57741;406
Oslimg Mora;621026;Club Atlético Grau;Sport Boys Association;929014;57741;406
Hernán Da Campo;347750;CA Temperley;Sport Boys Association;777249;57782;703
Matías Almirón;936044;Comerciantes Unidos;Sport Boys Association;1526674;57741;406
Rodrigo Colombo;334082;AMSD Atlético de Rafaela;Sport Boys Association;584002;57782;703
Alejandro Hohberg;212434;Club Sporting Cristal;Sport Boys Association;830663;48078;406
Luis Urruti;285679;Carlos A. Mannucci;Sport Boys Association;846474;57741;406
Carlos López;579734;CD Los Chankas;Sport Boys Association;924574;57741;406
Luciano Nequecaur;284728;Venados FC Yucatán;Sport Boys Association;340529;53021;11611
Hansell Riojas;187161;CD Unión Comercio;Sport Boys Association;560054;57741;406
Sebastián Aranda;909475;Club Alianza Lima;Sport Boys Association;1159659;57741;406
Alejandro Altuna;457062;Cumbayá FC;Sport Boys Association;932888;58043;240
Christian Ramos;84506;Deportivo Garcilaso;Sport Boys Association;47439;57741;406
Cristian Mejía;375353;CD Los Chankas;Universidad Técnica de Cajamarca;1131302;57741;406
José Luján;441758;CD Los Chankas;Universidad Técnica de Cajamarca;879621;57741;406
Geimer Balanta;460343;Boyacá Chicó FC;Universidad Técnica de Cajamarca;869989;57374;11539
André Vasquez;894880;FBC Melgar;Universidad Técnica de Cajamarca;1415941;57741;406
Leonardo de la Cruz;784508;Alianza Atlético Sullana;Universidad Técnica de Cajamarca;1110305;57741;406
Freddy Oncoy;491560;FBC Melgar;Universidad Técnica de Cajamarca;975540;57741;406
Leonardo Rugel;738469;Club Cienciano;Universidad Técnica de Cajamarca;1020855;57741;406
Brandon Palacios;641820;Sport Boys Association;Universidad Técnica de Cajamarca;933730;57741;406
Luis Garro;473579;Sport Huancayo;Universidad Técnica de Cajamarca;876928;57741;406
Anthony Rosell;356381;Club Atlético Grau;Universidad Técnica de Cajamarca;873703;57741;406
Flavio Alcedo;891814;Club Sporting Cristal;Universidad Técnica de Cajamarca;1120472;57741;406
Joaquín Aguirre;320749;Sin equipo;Universidad Técnica de Cajamarca;385418;57741;406
Roberto Villamarín;447934;Sin equipo;Universidad Técnica de Cajamarca;882837;57741;406
Erinson Ramírez;422934;Sin equipo;Universidad Técnica de Cajamarca;876931;57741;406
Piero Serra;639764;Sin equipo;Universidad Técnica de Cajamarca;965761;57741;406
Iván Santillán;103817;Comerciantes FC;Club Juan Pablo II College;311524;57741;406
Tiago Cantoro;738777;Universidad Técnica de Cajamarca;Club Juan Pablo II College;1015696;57741;406
Emiliano Villar;566698;CD FAS;Club Juan Pablo II College;1085447;58264;278
Arón Sánchez;662695;Tampico Madero;Club Juan Pablo II College;984882;48078;406
Gustavo Machado;686758;Rampla Juniors FC;Club Juan Pablo II College;989460;58264;278
Cristhian Tizón;672132;Danubio FC;Club Juan Pablo II College;1121321;57297;480
Cristhian Tizón;672132;Danubio FC;Club Juan Pablo II College;1121321;58264;278
Rely Fernández;480527;Cusco FC;Club Juan Pablo II College;973681;57741;406
Jorge Toledo;489993;Comerciantes Unidos;Club Juan Pablo II College;875661;57741;406
Fabrizio Roca;822523;Sport Boys Association;Club Juan Pablo II College;1083668;57741;406
Joffré Escobar;264671;CD Macará;Alianza Universidad;885539;58043;240
Jesús Mendieta;515413;Alianza Atlético Sullana;Alianza Universidad;874981;57741;406
Benjamín Ampuero;789198;Universidad César Vallejo;Alianza Universidad;1017747;48078;406
Otavio Gut;894212;Sport Huancayo;Alianza Universidad;1131133;57741;406
Aldair Perleche;330691;Alianza Atlético Sullana;Alianza Universidad;339481;57741;406
Marcos Lliuya;399496;Sport Huancayo;Alianza Universidad;846742;57741;406
Ray Gómez;345346;Sport Huancayo;Alianza Universidad;883772;57741;406
Yorleys Mena;132353;Universidad César Vallejo;Alianza Universidad;787610;57741;406
Alonso Tamariz;664864;Cusco FC;Ayacucho FC;882897;57741;406
Maximiliano Pérez;458756;CA Cerro;Ayacucho FC;873619;58264;278
Kenyi Barrios;664841;Comerciantes Unidos;Ayacucho FC;1089808;57741;406
Jean Franco Falconí;531177;Asociación Deportiva Tarma;Ayacucho FC;925420;57741;406
Marcelo Ferreira;1066144;Sportivo Luqueño;Ayacucho FC;1464276;63769;11541
Marcelo Ferreira;1066144;Sportivo Luqueño;Ayacucho FC;1464276;57297;480
Marcelo Ferreira;1066144;Sportivo Luqueño;Ayacucho FC;1464276;57264;11540
Manuel Ganoza;638929;Universidad César Vallejo;Ayacucho FC;957940;57741;406
Franco Medina;621033;Comerciantes Unidos;Ayacucho FC;975243;57741;406
Dylan Caro;621028;Comerciantes Unidos;Ayacucho FC;980889;57741;406
Jonathan Bilbao;621036;Cusco FC;Ayacucho FC;973653;57741;406
Diego Ramírez;325706;Deportivo Garcilaso;Ayacucho FC;883389;57741;406
Derlis Orué;127825;Club Sol de América;Ayacucho FC;123022;57264;11540
Derlis Orué;127825;Club Sol de América;Ayacucho FC;123022;63769;11541
Gustavo Navarro;752551;AMSD Atlético de Rafaela;Ayacucho FC;1103492;57782;703
Joao Villamarín;250482;Sport Boys Association;Ayacucho FC;805353;57741;406
Carlos Correa;358338;Sport Boys Association;Ayacucho FC;925309;57741;406
Carlos Uribe;249977;Sin equipo;Ayacucho FC;883294;57741;406
Brayan Lucumí;262932;CD Real Cartagena;Comerciantes Unidos;888723;57388;1238
Francisco Duclós;352344;Alianza Atlético Sullana;Comerciantes Unidos;876926;57741;406
Léiner Escalante;171151;CD La Equidad Seguros SA;Comerciantes Unidos;805289;57374;11539
Léiner Escalante;171151;CD La Equidad Seguros SA;Comerciantes Unidos;805289;63819;11536
Ray Sandoval;312151;Club Atlético Grau;Comerciantes Unidos;826380;57741;406
Edson Aubert;106283;Asociación Deportiva Tarma;Comerciantes Unidos;220935;57741;406
Nahuel Tecilla;687933;CA Alvarado;Comerciantes Unidos;906816;57782;703
David Dioses;434192;Sport Huancayo;Comerciantes Unidos;883768;57741;406
Eduardo Caballero;446662;Carlos A. Mannucci;Comerciantes Unidos;883813;57741;406
Emanuel Ibáñez;696726;CA Temperley;Comerciantes Unidos;1018388;57782;703
Kevin Peña;738291;Sport Boys Association;Comerciantes Unidos;992004;57741;406
Alexander Lecaros;400254;Club Cienciano;Comerciantes Unidos;846749;57741;406
Bruno Portugal;857788;FBC Melgar;Comerciantes Unidos;1108679;57741;406
Gilmar Paredes;903834;Club Sporting Cristal;Comerciantes Unidos;1128886;57741;406
Gabriel Alfaro;981804;Club Sporting Cristal;Comerciantes Unidos;1408186;57741;406
Rodrigo Vilca;639763;Sin equipo;Club Atlético Grau;965759;53417;210
Ángel Pérez;260094;Sport Huancayo;Asociación Deportiva Tarma;873704;57741;406
Christian Flores;867036;Alianza Atlético Sullana;Club Juan Pablo II College;1107871;57741;406
Williams Guzmán;764367;Real Independiente;Comerciantes Unidos;1017778;48078;406
Paolo Méndez;653688;Deportivo Llacuabamba;Comerciantes Unidos;973636;48078;406
Francesco Cavagna;664362;Deportivo Municipal;Club Atlético Grau;931772;48078;406
