nombre_jugador;tm_id;club_origen;club_destino;ss_id;ss_season_id;ss_tournament_id
Diego Guastavino;33332;Liverpool FC Montevideo;Carlos A. Mannucci;35774;19990;480
Ernest Nungaray;169992;Ayacucho FC;Carlos A. Mannucci;786311;22349;406
Horacio Benincasa;260318;Universitario de Deportes;Carlos A. Mannucci;338883;22349;406
Javier Núñez;325696;Cusco FC;Carlos A. Mannucci;805056;22349;406
Manuel Corrales;44603;Sport Huancayo;Carlos A. Mannucci;26874;22349;406
Tarek Carranza;146822;Ayacucho FC;Carlos A. Mannucci;339169;22349;406
Arley Rodríguez;208714;Envigado FC;Carlos A. Mannucci;832001;24014;11536
Arley Rodríguez;208714;Envigado FC;Carlos A. Mannucci;832001;20160;11539
José Carlos Fernández;68910;Sport Huancayo;Carlos A. Mannucci;45882;22349;406
José Gallardo;686497;Club Alianza Lima;Carlos A. Mannucci;984175;22349;406
Patricio Arce;334104;Club Sporting Cristal;Carlos A. Mannucci;805267;22349;406
Jesús Mendieta;515413;Club Sporting Cristal;Ayacucho FC;874981;22349;406
Roberto Villamarín;447934;Carlos A. Mannucci;Ayacucho FC;882837;22349;406
Joao Villamarín;250482;Carlos A. Mannucci;Ayacucho FC;805353;22349;406
Pedro Casique;653691;CD Unión Comercio;Ayacucho FC;976161;22349;406
Jorge Murrugarra;486265;Universidad Técnica de Cajamarca;Ayacucho FC;882839;22349;406
Ángel Zamudio;372304;CD Unión Comercio;Ayacucho FC;805333;22349;406
Alexis Cossio;292729;Cusco FC;Ayacucho FC;384658;22349;406
Fabio Rojas;501586;Club Alianza Lima;Ayacucho FC;877910;22349;406
Jimmy Valoyes;482452;Pirata FC;Sport Huancayo;922007;22349;406
Giancarlo Carmona;82566;FBC Melgar;Sport Huancayo;38020;22349;406
Hervé Kambou;59947;Deportivo Binacional;Sport Huancayo;38516;22349;406
Hugo Ángeles;224652;CD Unión Comercio;Sport Huancayo;925176;22349;406
Pablo Míguez;76717;Cusco FC;FBC Melgar;249305;22349;406
Carlos Ascues;189283;Orlando City SC;FBC Melgar;220921;20108;242
Írven Ávila;82589;Monarcas Morelia;FBC Melgar;133862;17518;11621
Írven Ávila;82589;Monarcas Morelia;FBC Melgar;133862;19974;11620
Edson Aubert;106283;Deportivo Binacional;FBC Melgar;220935;22349;406
Daniel Cabrera;453044;Deportivo Municipal;FBC Melgar;846808;22349;406
Eduardo Rabanal;390609;Deportivo Municipal;FBC Melgar;868711;22349;406
Joel Amoroso;267721;San Luis de Quillota;FBC Melgar;789878;18113;155
Jesús Pretell;582303;Club Sporting Cristal;FBC Melgar;924782;22349;406
José Guidino;420869;Club Alianza Lima;Cusco FC;883338;19989;384
Édinson Chávez;250004;Club Sporting Cristal;Cusco FC;312270;22349;406
Josimar Atoche;142476;Academia Deportiva Cantolao;Cusco FC;339159;22349;406
Franco Boló;440005;Asociación Deportivo Pasto;Cusco FC;892548;24014;11536
Juan Pretel;189291;Universidad César Vallejo;Cusco FC;973656;22349;406
Miguel Paniagua;99178;Club Nacional Asunción;Cusco FC;47206;15809;480
Jair Céspedes;72971;Club Sporting Cristal;Cusco FC;26172;22349;406
Yordi Vílchez;338977;Deportivo Municipal;Cusco FC;883406;22349;406
Brandon Palacios;641820;Club Sporting Cristal;Cusco FC;933730;22349;406
Miguel Carranza;331818;CD Unión Comercio;Cusco FC;805332;22349;406
Jorge Toledo;489993;Carlos A. Mannucci;Cusco FC;875661;22349;406
José Rivera;458461;CD Unión Comercio;Cusco FC;1020999;22349;406
Iván Bulos;194841;HNK Hajduk Split;Sport Boys Association;258793;22349;406
Luis Ramírez;72680;Club Alianza Lima;Sport Boys Association;13532;22349;406
Adrián Zela;72673;Deportivo Municipal;Sport Boys Association;883342;22349;406
Adán Balbín;72659;Cusco FC;Sport Boys Association;33985;22349;406
Claudio Torrejón;168974;Sport Huancayo;Sport Boys Association;842529;22349;406
Hansell Riojas;187161;Club Alianza Lima;Sport Boys Association;560054;22349;406
Nicolás Raguso;226951;Pirata FC;Deportivo Llacuabamba;311418;22349;406
Niger Vega;249978;Carlos A. Mannucci;Deportivo Llacuabamba;590480;22349;406
Daniel Chávez;37999;Universitario de Deportes;Deportivo Llacuabamba;18848;22349;406
Christian Adrianzén;216280;CD Unión Comercio;Deportivo Llacuabamba;312274;22349;406
Keyvin Paico;477384;Academia Deportiva Cantolao;Deportivo Llacuabamba;883393;22349;406
Alexander Sánchez;52358;Universidad César Vallejo;Deportivo Llacuabamba;19110;22349;406
Humberto Mendoza;63183;Envigado FC;Deportivo Llacuabamba;24651;24014;11536
Arly Benites;383611;Universidad César Vallejo;Deportivo Llacuabamba;831182;22349;406
Rubert Quijada;213628;Caracas FC;Club Alianza Lima;222780;19990;480
Alexi Gómez;235508;FBC Melgar;Club Alianza Lima;982178;22349;406
Federico Rodríguez;159778;Danubio FC;Club Alianza Lima;146615;22349;406
Josepmir Ballón;72969;Universidad de Concepción;Club Alianza Lima;34016;22328;11653
Adrián Balboa;252209;CA Belgrano;Club Alianza Lima;368422;22328;11653
Aurelio Gonzales-Vigil;335720;Unión Huaral;FC Carlos Stein;876943;16007;406
Álvaro Medrano;278362;Universidad César Vallejo;FC Carlos Stein;339179;22349;406
Carlos Preciado;73780;Ayacucho FC;FC Carlos Stein;38171;22349;406
Joaquín Aguirre;320749;Unión Huaral;FC Carlos Stein;385418;22349;406
Cord Cleque;214810;Comerciantes Unidos;FC Carlos Stein;339527;16007;406
Raúl Fernández;82571;Universidad César Vallejo;Deportivo Binacional;38006;22349;406
Josué Rodríguez;195892;Sport Boys Association;Universidad Técnica de Cajamarca;147517;22349;406
Mauro Guevgeozián;120964;CA Temperley;Universidad Técnica de Cajamarca;578352;11256;11536
Mauro Guevgeozián;120964;CA Temperley;Universidad Técnica de Cajamarca;578352;18113;115
Carlo Diez;351561;FBC Melgar;Universidad Técnica de Cajamarca;831183;22349;406
Diego Chávez;250051;José Gálvez FBC;Universitario de Deportes;358200;22349;406
Ángelo Pizzorno;353196;Burgos CF;Club Cienciano;886579;15995;11653
Junior Aguirre;216291;Pirata FC;Club Cienciano;925308;22349;406
Miguel Curiel;94364;Santiago Morning;Club Cienciano;946014;16007;406
Víctor Aquino;90083;Deportivo La Guaira;Universidad César Vallejo;974455;20160;11539
David Díaz;260093;Universidad Técnica de Cajamarca;Deportivo Municipal;882838;22349;406
Luis Álvarez;95852;Carlos A. Mannucci;Ayacucho FC;123238;22349;406
João Ortiz;180911;Cusco FC;Sport Boys Association;789965;22349;406
Jaime Vásquez;100501;Sport Loreto;Deportivo Llacuabamba;247951;16007;406
Alberto Rodríguez;30543;Universitario de Deportes;Club Alianza Lima;13527;16007;406
Alberto Rodríguez;30543;Universitario de Deportes;Club Alianza Lima;13527;16044;11539
