nombre_jugador;tm_id;club_origen;club_destino;ss_id;ss_season_id;ss_tournament_id
Oshiro Takeuchi;357124;Club Atlético Grau;Club Cienciano;805366;27096;406
Raziel García;194999;Universidad César Vallejo;Club Cienciano;248059;27096;406
Koichi Aparicio;250915;Universidad Técnica de Cajamarca;Club Cienciano;358194;27096;406
Mauro Guevgeozián;120964;Universidad Técnica de Cajamarca;Carlos A. Mannucci;578352;27096;406
Felipe Rodríguez;202906;CA Aldosivi;Carlos A. Mannucci;339657;22349;406
Jesús Barco;494597;Universitario de Deportes;Carlos A. Mannucci;922869;27096;406
Luis García;108331;Club Cienciano;Carlos A. Mannucci;47449;27096;406
Renzo Alfani;492973;Deportivo Municipal;Carlos A. Mannucci;862216;27096;406
David Dioses;434192;Deportivo Municipal;Carlos A. Mannucci;883768;27096;406
Eduardo Rabanal;390609;FBC Melgar;Carlos A. Mannucci;868711;27096;406
Joazhiño Arroé;119365;Club Alianza Lima;Sport Huancayo;882851;27096;406
Jarlín Quintero;330169;Academia Deportiva Cantolao;Sport Huancayo;805451;27096;406
Jeickson Reyes;94451;Deportivo Binacional;Sport Huancayo;1120309;27096;406
Javier Trauco;738715;Deportivo Llacuabamba;Sport Huancayo;1016979;27096;406
Christian Adrianzén;216280;Sport Chavelines Juniors;Sport Huancayo;312274;27096;406
Francisco Duclós;352344;Club Alianza Lima;Sport Huancayo;876926;27096;406
Alexis Rojas;398023;Santos FC Nazca;Sport Huancayo;836280;22349;406
Luis Benites;422855;Carlos A. Mannucci;Sport Huancayo;883329;27096;406
Rinaldo Cruzado;35805;Club Alianza Lima;Alianza Atlético Sullana;20820;27096;406
Daniel Cabrera;453044;FBC Melgar;Alianza Atlético Sullana;846808;27096;406
Adán Balbín;72659;Sport Boys Association;Alianza Atlético Sullana;33985;27096;406
Carlos Ascues;189283;FBC Melgar;Alianza Atlético Sullana;220921;27096;406
Renzo Revoredo;72672;Club Sporting Cristal;Sport Boys Association;33989;27096;406
Joao Villamarín;250482;Ayacucho FC;Sport Boys Association;805353;27096;406
Tarek Carranza;146822;Carlos A. Mannucci;Sport Boys Association;339169;27096;406
Ernest Nungaray;169992;Carlos A. Mannucci;Sport Boys Association;786311;27096;406
Paolo Fuentes;375178;FBC Melgar;Sport Boys Association;805270;27096;406
Camilo Jiménez;653365;FC Carlos Stein;Sport Boys Association;804780;27096;406
José Bolívar;433698;Universidad San Martín de Porres;Sport Boys Association;887125;27096;406
Jeremy Rostaing;271676;Universidad César Vallejo;Sport Boys Association;590468;27096;406
Alexis Blanco;96309;Caracas FC;Universidad Técnica de Cajamarca;897009;26785;384
Alexis Blanco;96309;Caracas FC;Universidad Técnica de Cajamarca;897009;26788;480
Miguel Curiel;94364;Club Cienciano;Universidad Técnica de Cajamarca;946014;27096;406
Leonardo Villalba;269817;PAS Lamia 1964;Universidad Técnica de Cajamarca;327319;24239;155
Gaspar Gentile;537255;Universidad San Martín de Porres;Universidad Técnica de Cajamarca;895364;27096;406
Luis Trujillo;84349;Club Cienciano;Universidad Técnica de Cajamarca;47413;27096;406
Hervé Kambou;59947;Sport Huancayo;Universidad Técnica de Cajamarca;38516;27096;406
Alexi Gómez;235508;FBC Melgar;Universidad Técnica de Cajamarca;982178;27096;406
Reimond Manco;63273;Club Atlético Grau;Alianza Universidad;40927;27096;406
Carlos Neumann;99329;Sport Huancayo;Alianza Universidad;46971;27096;406
Damián Ísmodes;63451;Club Cienciano;Alianza Universidad;26176;27096;406
Jonathan Ávila;89576;Club Atlético Grau;Alianza Universidad;819124;27096;406
Diego Manicero;54594;FC Carlos Stein;Alianza Universidad;790020;27096;406
Jair Córdova;375542;Cavalry FC;Alianza Universidad;883766;27508;13470
Axel Sánchez;366028;Club Atlético Grau;Alianza Universidad;826376;27096;406
Édinson Chávez;250004;Cusco FC;Alianza Universidad;312270;27096;406
Renato Espinosa;483715;Universidad Técnica de Cajamarca;Alianza Universidad;883812;27096;406
Sebastián Cavero;662706;Club Alianza Lima;Alianza Universidad;1049077;27096;406
Joseph Vega;664863;Sport Huancayo;Academia Deportiva Cantolao;957298;27096;406
Gianmarco Gambetta;201043;FC Carlos Stein;Academia Deportiva Cantolao;358202;27096;406
Iván Luquetta;524970;Boyacá Patriotas FC;Academia Deportiva Cantolao;891996;26956;11539
Jorge Toledo;489993;Cusco FC;Academia Deportiva Cantolao;875661;27096;406
Kevin Quevedo;439631;Goiás EC;FBC Melgar;876929;22349;406
José Luján;441758;Universidad San Martín de Porres;FBC Melgar;879621;27096;406
Ricardo Farro;72975;Cusco FC;FBC Melgar;34005;27096;406
Alejandro Ramos;582319;Alianza Universidad;FBC Melgar;924932;27096;406
Fabio Pereyra;610248;Arsenal FC;FBC Melgar;943995;34618;13475
Freddy Oncoy;491560;Sport Boys Association;FBC Melgar;975540;27096;406
Sandro Rengifo;582617;Academia Deportiva Cantolao;Cusco FC;925154;27096;406
Mauricio Montes;94328;Ayacucho FC;Cusco FC;34031;27096;406
Manuel Corrales;44603;Carlos A. Mannucci;Cusco FC;26874;27096;406
Gonzalo Rizzo;409092;Carlos A. Mannucci;Cusco FC;926640;27096;406
Yorkman Tello;581201;Deportivo Binacional;Cusco FC;924791;27096;406
Éder Hermoza;94444;Sport Huancayo;Cusco FC;162425;27096;406
Federico Nicosia;325692;Sport Huancayo;Cusco FC;883404;27096;406
Kevin Ruiz;325591;Universidad Técnica de Cajamarca;Universidad San Martín de Porres;875662;27096;406
Jonathan Lacerda;76942;Salamanca CF UDS;Club Alianza Lima;108190;24002;11621
Hernán Barcos;53847;Atlético Nacional;Club Alianza Lima;31175;20160;11539
Hernán Barcos;53847;Atlético Nacional;Club Alianza Lima;31175;24014;11536
Jefferson Farfán;16649;Sin equipo;Club Alianza Lima;2511;23682;203
Joaquín Aguirre;320749;FC Carlos Stein;Ayacucho FC;385418;27096;406
Luis Álvarez;95852;Ayacucho FC;Club Cienciano;123238;27096;406
Gonzalo Godoy;76605;The Strongest La Paz;Carlos A. Mannucci;107591;22349;406
Alberto Rodríguez;30543;Club Alianza Lima;Alianza Atlético Sullana;13527;27096;406
Jesús Arismendi;94820;Carlos A. Mannucci;Alianza Atlético Sullana;125100;22349;406
Diego Ramírez;325706;Club Atlético Grau;Sport Boys Association;883389;27096;406
Anier Figueroa;140003;Royal Pari Fútbol Club;Cusco FC;339523;20160;11539
Edson Aubert;106283;FBC Melgar;Cusco FC;220935;27096;406
Marco Saravia;528367;Deportivo Municipal;Cusco FC;893067;27096;406
Roberto Ovelar;72984;Once Caldas;Deportivo Municipal;34033;26956;11539
Jhony Galli;202140;Once Caldas;Deportivo Municipal;805681;26956;11539
Carlos Neyra;368844;FBC Melgar;Deportivo Municipal;924924;27096;406
Jorge Bazán;176400;Sport Huancayo;Deportivo Municipal;220931;27096;406
Hernán Rengifo;51225;FC Carlos Stein;Deportivo Municipal;35621;27096;406
Franco Medina;621033;Club Alianza Lima;Deportivo Municipal;975243;27096;406
Erinson Ramírez;422934;Universidad Técnica de Cajamarca;Deportivo Municipal;876931;27096;406
Alexis Cossio;292729;Ayacucho FC;Deportivo Municipal;384658;27096;406
Hideyoshi Arakaki;420864;FBC Melgar;Deportivo Municipal;879629;27096;406
Luis Cardoza;90674;Deportivo Pereira;Deportivo Municipal;147293;26956;11539
Mario Palomino;375364;Sport Chavelines Juniors;Deportivo Binacional;805259;22349;406
Adrián Zela;72673;Sport Chavelines Juniors;Deportivo Binacional;883342;27096;406
Yhirbis Córdova;195858;Deportivo Municipal;Deportivo Binacional;826377;27096;406
